station_id,easting,northing,elevation,tmi_nt
258,500.0,1200.0,1000.0,-0.67
259,600.0,1200.0,1000.0,8.32
260,700.0,1200.0,1000.0,30.60
261,800.0,1200.0,1000.0,72.93
262,900.0,1200.0,1000.0,134.43
263,1000.0,1200.0,1000.0,169.62
264,1100.0,1200.0,1000.0,136.51
265,1200.0,1200.0,1000.0,72.20
266,1300.0,1200.0,1000.0,28.58
267,1400.0,1200.0,1000.0,9.08
268,1500.0,1200.0,1000.0,0.02
269,1600.0,1200.0,1000.0,-1.88
270,1700.0,1200.0,1000.0,-3.15
271,1800.0,1200.0,1000.0,-2.29
272,1900.0,1200.0,1000.0,-3.66
273,2000.0,1200.0,1000.0,-2.23
274,0.0,1300.0,1000.0,-1.94
275,100.0,1300.0,1000.0,-3.10
276,200.0,1300.0,1000.0,-3.45
277,300.0,1300.0,1000.0,-0.79
278,400.0,1300.0,1000.0,-0.43
279,500.0,1300.0,1000.0,2.52
280,600.0,1300.0,1000.0,11.67
281,700.0,1300.0,1000.0,29.56
282,800.0,1300.0,1000.0,54.08
283,900.0,1300.0,1000.0,87.53
284,1000.0,1300.0,1000.0,103.93
285,1100.0,1300.0,1000.0,90.49
286,1200.0,1300.0,1000.0,56.64
287,1300.0,1300.0,1000.0,29.20
288,1400.0,1300.0,1000.0,10.63
289,1500.0,1300.0,1000.0,2.42
290,1600.0,1300.0,1000.0,0.37
291,1700.0,1300.0,1000.0,-1.42
292,1800.0,1300.0,1000.0,-1.34
293,1900.0,1300.0,1000.0,-2.07
294,2000.0,1300.0,1000.0,-1.45
295,0.0,1400.0,1000.0,-1.09
296,100.0,1400.0,1000.0,-0.44
297,200.0,1400.0,1000.0,-0.16
298,300.0,1400.0,1000.0,-1.87
299,400.0,1400.0,1000.0,-0.84
300,500.0,1400.0,1000.0,5.84
301,600.0,1400.0,1000.0,12.52
302,700.0,1400.0,1000.0,21.29
303,800.0,1400.0,1000.0,35.81
304,900.0,1400.0,1000.0,53.12
305,1000.0,1400.0,1000.0,60.72
306,1100.0,1400.0,1000.0,54.82
307,1200.0,1400.0,1000.0,38.19
308,1300.0,1400.0,1000.0,21.94
309,1400.0,1400.0,1000.0,10.44
310,1500.0,1400.0,1000.0,4.85
311,1600.0,1400.0,1000.0,1.11
312,1700.0,1400.0,1000.0,-1.26
313,1800.0,1400.0,1000.0,1.08
314,1900.0,1400.0,1000.0,0.56
315,2000.0,1400.0,1000.0,-0.11
316,0.0,1500.0,1000.0,-1.76
317,100.0,1500.0,1000.0,0.17
318,200.0,1500.0,1000.0,0.35
319,300.0,1500.0,1000.0,0.97
320,400.0,1500.0,1000.0,3.34
321,500.0,1500.0,1000.0,5.50
322,600.0,1500.0,1000.0,10.17
323,700.0,1500.0,1000.0,16.72
324,800.0,1500.0,1000.0,24.52
325,900.0,1500.0,1000.0,29.59
326,1000.0,1500.0,1000.0,34.42
327,1100.0,1500.0,1000.0,30.82
328,1200.0,1500.0,1000.0,22.90
329,1300.0,1500.0,1000.0,17.76
330,1400.0,1500.0,1000.0,11.16
331,1500.0,1500.0,1000.0,6.23
332,1600.0,1500.0,1000.0,2.34
333,1700.0,1500.0,1000.0,1.88
334,1800.0,1500.0,1000.0,-0.28
335,1900.0,1500.0,1000.0,-0.48
336,2000.0,1500.0,1000.0,-1.93
337,0.0,1600.0,1000.0,-0.10
338,100.0,1600.0,1000.0,-0.22
339,200.0,1600.0,1000.0,-1.15
340,300.0,1600.0,1000.0,0.88
341,400.0,1600.0,1000.0,2.16
342,500.0,1600.0,1000.0,6.11
343,600.0,1600.0,1000.0,8.23
344,700.0,1600.0,1000.0,11.28
345,800.0,1600.0,1000.0,15.83
346,900.0,1600.0,1000.0,19.13
347,1000.0,1600.0,1000.0,20.26
348,1100.0,1600.0,1000.0,18.01
349,1200.0,1600.0,1000.0,15.43
350,1300.0,1600.0,1000.0,10.53
351,1400.0,1600.0,1000.0,6.09
352,1500.0,1600.0,1000.0,4.82
353,1600.0,1600.0,1000.0,2.63
354,1700.0,1600.0,1000.0,-0.86
355,1800.0,1600.0,1000.0,0.03
356,1900.0,1600.0,1000.0,0.71
357,2000.0,1600.0,1000.0,0.56
358,0.0,1700.0,1000.0,0.78
359,100.0,1700.0,1000.0,0.03
360,200.0,1700.0,1000.0,-0.44
361,300.0,1700.0,1000.0,-0.00
362,400.0,1700.0,1000.0,2.45
363,500.0,1700.0,1000.0,3.97
364,600.0,1700.0,1000.0,6.84
365,700.0,1700.0,1000.0,8.99
366,800.0,1700.0,1000.0,10.12
367,900.0,1700.0,1000.0,10.82
368,1000.0,1700.0,1000.0,12.43
369,1100.0,1700.0,1000.0,12.28
370,1200.0,1700.0,1000.0,10.05
371,1300.0,1700.0,1000.0,7.32
372,1400.0,1700.0,1000.0,5.81
373,1500.0,1700.0,1000.0,3.09
374,1600.0,1700.0,1000.0,1.48
375,1700.0,1700.0,1000.0,1.39
376,1800.0,1700.0,1000.0,0.01
377,1900.0,1700.0,1000.0,0.24
378,2000.0,1700.0,1000.0,0.02
379,0.0,1800.0,1000.0,-1.21
380,100.0,1800.0,1000.0,-0.32
381,200.0,1800.0,1000.0,1.97
382,300.0,1800.0,1000.0,-0.08
383,400.0,1800.0,1000.0,-0.25
384,500.0,1800.0,1000.0,1.04
385,600.0,1800.0,1000.0,4.21
386,700.0,1800.0,1000.0,5.62
387,800.0,1800.0,1000.0,6.82
388,900.0,1800.0,1000.0,9.13
389,1000.0,1800.0,1000.0,5.61
390,1100.0,1800.0,1000.0,8.31
391,1200.0,1800.0,1000.0,8.50
392,1300.0,1800.0,1000.0,4.46
393,1400.0,1800.0,1000.0,3.80
394,1500.0,1800.0,1000.0,2.15
395,1600.0,1800.0,1000.0,0.97
396,1700.0,1800.0,1000.0,0.76
397,1800.0,1800.0,1000.0,1.96
398,1900.0,1800.0,1000.0,2.00
399,2000.0,1800.0,1000.0,-0.41
400,0.0,1900.0,1000.0,1.95
401,100.0,1900.0,1000.0,0.30
402,200.0,1900.0,1000.0,2.33
403,300.0,1900.0,1000.0,0.92
404,400.0,1900.0,1000.0,1.72
405,500.0,1900.0,1000.0,2.68
406,600.0,1900.0,1000.0,6.33
407,700.0,1900.0,1000.0,4.88
408,800.0,1900.0,1000.0,4.12
409,900.0,1900.0,1000.0,6.35
410,1000.0,1900.0,1000.0,5.23
411,1100.0,1900.0,1000.0,4.89
412,1200.0,1900.0,1000.0,5.73
413,1300.0,1900.0,1000.0,4.06
414,1400.0,1900.0,1000.0,3.43
415,1500.0,1900.0,1000.0,2.33
416,1600.0,1900.0,1000.0,1.93
417,1700.0,1900.0,1000.0,1.44
418,1800.0,1900.0,1000.0,-1.36
419,1900.0,1900.0,1000.0,0.93
420,2000.0,1900.0,1000.0,-0.93
421,0.0,2000.0,1000.0,-1.32
422,100.0,2000.0,1000.0,0.25
423,200.0,2000.0,1000.0,0.65
424,300.0,2000.0,1000.0,0.22
425,400.0,2000.0,1000.0,2.17
426,500.0,2000.0,1000.0,0.50
427,600.0,2000.0,1000.0,1.99
428,700.0,2000.0,1000.0,2.37
429,800.0,2000.0,1000.0,3.40
430,900.0,2000.0,1000.0,4.06
431,1000.0,2000.0,1000.0,2.89
432,1100.0,2000.0,1000.0,4.50
433,1200.0,2000.0,1000.0,3.51
434,1300.0,2000.0,1000.0,1.06
435,1400.0,2000.0,1000.0,0.44
436,1500.0,2000.0,1000.0,1.83
437,1600.0,2000.0,1000.0,1.11
438,1700.0,2000.0,1000.0,0.81
439,1800.0,2000.0,1000.0,0.54
440,1900.0,2000.0,1000.0,0.54
441,2000.0,2000.0,1000.0,1.07
