station_id,easting,northing,elevation,bouguer_mgal,gravity_type
81,1700.0,300.0,1000.0,0.0301,bouguer_anomaly
82,1800.0,300.0,1000.0,0.0144,bouguer_anomaly
83,1900.0,300.0,1000.0,0.0136,bouguer_anomaly
84,2000.0,300.0,1000.0,0.0104,bouguer_anomaly
85,0.0,400.0,1000.0,0.0043,bouguer_anomaly
86,100.0,400.0,1000.0,0.0249,bouguer_anomaly
87,200.0,400.0,1000.0,0.0202,bouguer_anomaly
88,300.0,400.0,1000.0,0.0312,bouguer_anomaly
89,400.0,400.0,1000.0,0.0436,bouguer_anomaly
90,500.0,400.0,1000.0,0.0528,bouguer_anomaly
91,600.0,400.0,1000.0,0.0661,bouguer_anomaly
92,700.0,400.0,1000.0,0.0703,bouguer_anomaly
93,800.0,400.0,1000.0,0.0783,bouguer_anomaly
94,900.0,400.0,1000.0,0.0899,bouguer_anomaly
95,1000.0,400.0,1000.0,0.0769,bouguer_anomaly
96,1100.0,400.0,1000.0,0.0763,bouguer_anomaly
97,1200.0,400.0,1000.0,0.0693,bouguer_anomaly
98,1300.0,400.0,1000.0,0.0614,bouguer_anomaly
99,1400.0,400.0,1000.0,0.0634,bouguer_anomaly
100,1500.0,400.0,1000.0,0.0393,bouguer_anomaly
101,1600.0,400.0,1000.0,0.0350,bouguer_anomaly
102,1700.0,400.0,1000.0,0.0441,bouguer_anomaly
103,1800.0,400.0,1000.0,0.0213,bouguer_anomaly
104,1900.0,400.0,1000.0,0.0274,bouguer_anomaly
105,2000.0,400.0,1000.0,0.0069,bouguer_anomaly
106,0.0,500.0,1000.0,0.0162,bouguer_anomaly
107,100.0,500.0,1000.0,0.0135,bouguer_anomaly
108,200.0,500.0,1000.0,0.0258,bouguer_anomaly
109,300.0,500.0,1000.0,0.0458,bouguer_anomaly
110,400.0,500.0,1000.0,0.0311,bouguer_anomaly
111,500.0,500.0,1000.0,0.0668,bouguer_anomaly
112,600.0,500.0,1000.0,0.0824,bouguer_anomaly
113,700.0,500.0,1000.0,0.0944,bouguer_anomaly
114,800.0,500.0,1000.0,0.1064,bouguer_anomaly
115,900.0,500.0,1000.0,0.1374,bouguer_anomaly
116,1000.0,500.0,1000.0,0.1375,bouguer_anomaly
117,1100.0,500.0,1000.0,0.1390,bouguer_anomaly
118,1200.0,500.0,1000.0,0.1211,bouguer_anomaly
119,1300.0,500.0,1000.0,0.1164,bouguer_anomaly
120,1400.0,500.0,1000.0,0.0777,bouguer_anomaly
121,1500.0,500.0,1000.0,0.0522,bouguer_anomaly
122,1600.0,500.0,1000.0,0.0501,bouguer_anomaly
123,1700.0,500.0,1000.0,0.0396,bouguer_anomaly
124,1800.0,500.0,1000.0,0.0428,bouguer_anomaly
125,1900.0,500.0,1000.0,0.0313,bouguer_anomaly
126,2000.0,500.0,1000.0,0.0218,bouguer_anomaly
127,0.0,600.0,1000.0,0.0349,bouguer_anomaly
128,100.0,600.0,1000.0,0.0140,bouguer_anomaly
129,200.0,600.0,1000.0,0.0273,bouguer_anomaly
130,300.0,600.0,1000.0,0.0352,bouguer_anomaly
131,400.0,600.0,1000.0,0.0555,bouguer_anomaly
132,500.0,600.0,1000.0,0.0663,bouguer_anomaly
133,600.0,600.0,1000.0,0.1142,bouguer_anomaly
134,700.0,600.0,1000.0,0.1406,bouguer_anomaly
135,800.0,600.0,1000.0,0.1665,bouguer_anomaly
136,900.0,600.0,1000.0,0.2034,bouguer_anomaly
137,1000.0,600.0,1000.0,0.2296,bouguer_anomaly
138,1100.0,600.0,1000.0,0.2219,bouguer_anomaly
139,1200.0,600.0,1000.0,0.2012,bouguer_anomaly
140,1300.0,600.0,1000.0,0.1719,bouguer_anomaly
141,1400.0,600.0,1000.0,0.1120,bouguer_anomaly
142,1500.0,600.0,1000.0,0.0702,bouguer_anomaly
143,1600.0,600.0,1000.0,0.0381,bouguer_anomaly
144,1700.0,600.0,1000.0,0.0471,bouguer_anomaly
145,1800.0,600.0,1000.0,0.0256,bouguer_anomaly
146,1900.0,600.0,1000.0,0.0218,bouguer_anomaly
147,2000.0,600.0,1000.0,0.0141,bouguer_anomaly
148,0.0,700.0,1000.0,0.0207,bouguer_anomaly
149,100.0,700.0,1000.0,0.0394,bouguer_anomaly
150,200.0,700.0,1000.0,0.0397,bouguer_anomaly
151,300.0,700.0,1000.0,0.0500,bouguer_anomaly
152,400.0,700.0,1000.0,0.0610,bouguer_anomaly
153,500.0,700.0,1000.0,0.0836,bouguer_anomaly
154,600.0,700.0,1000.0,0.1379,bouguer_anomaly
155,700.0,700.0,1000.0,0.2012,bouguer_anomaly
156,800.0,700.0,1000.0,0.2920,bouguer_anomaly
157,900.0,700.0,1000.0,0.3431,bouguer_anomaly
158,1000.0,700.0,1000.0,0.3805,bouguer_anomaly
159,1100.0,700.0,1000.0,0.3368,bouguer_anomaly
160,1200.0,700.0,1000.0,0.2625,bouguer_anomaly
161,1300.0,700.0,1000.0,0.1921,bouguer_anomaly
162,1400.0,700.0,1000.0,0.1355,bouguer_anomaly
163,1500.0,700.0,1000.0,0.1217,bouguer_anomaly
164,1600.0,700.0,1000.0,0.0631,bouguer_anomaly
165,1700.0,700.0,1000.0,0.0600,bouguer_anomaly
166,1800.0,700.0,1000.0,0.0291,bouguer_anomaly
167,1900.0,700.0,1000.0,0.0381,bouguer_anomaly
168,2000.0,700.0,1000.0,0.0259,bouguer_anomaly
169,0.0,800.0,1000.0,0.0220,bouguer_anomaly
170,100.0,800.0,1000.0,0.0307,bouguer_anomaly
171,200.0,800.0,1000.0,0.0353,bouguer_anomaly
172,300.0,800.0,1000.0,0.0624,bouguer_anomaly
173,400.0,800.0,1000.0,0.0780,bouguer_anomaly
174,500.0,800.0,1000.0,0.1086,bouguer_anomaly
175,600.0,800.0,1000.0,0.1685,bouguer_anomaly
176,700.0,800.0,1000.0,0.2760,bouguer_anomaly
177,800.0,800.0,1000.0,0.4196,bouguer_anomaly
178,900.0,800.0,1000.0,0.5420,bouguer_anomaly
179,1000.0,800.0,1000.0,0.6027,bouguer_anomaly
180,1100.0,800.0,1000.0,0.5432,bouguer_anomaly
181,1200.0,800.0,1000.0,0.4169,bouguer_anomaly
182,1300.0,800.0,1000.0,0.2765,bouguer_anomaly
183,1400.0,800.0,1000.0,0.1771,bouguer_anomaly
184,1500.0,800.0,1000.0,0.1319,bouguer_anomaly
185,1600.0,800.0,1000.0,0.0868,bouguer_anomaly
186,1700.0,800.0,1000.0,0.0733,bouguer_anomaly
187,1800.0,800.0,1000.0,0.0437,bouguer_anomaly
188,1900.0,800.0,1000.0,0.0188,bouguer_anomaly
189,2000.0,800.0,1000.0,0.0099,bouguer_anomaly
190,0.0,900.0,1000.0,0.0410,bouguer_anomaly
191,100.0,900.0,1000.0,0.0498,bouguer_anomaly
192,200.0,900.0,1000.0,0.0427,bouguer_anomaly
193,300.0,900.0,1000.0,0.0586,bouguer_anomaly
194,400.0,900.0,1000.0,0.1053,bouguer_anomaly
195,500.0,900.0,1000.0,0.1256,bouguer_anomaly
196,600.0,900.0,1000.0,0.2046,bouguer_anomaly
197,700.0,900.0,1000.0,0.3482,bouguer_anomaly
198,800.0,900.0,1000.0,0.5364,bouguer_anomaly
199,900.0,900.0,1000.0,0.7758,bouguer_anomaly
200,1000.0,900.0,1000.0,0.8935,bouguer_anomaly
201,1100.0,900.0,1000.0,0.7792,bouguer_anomaly
202,1200.0,900.0,1000.0,0.5544,bouguer_anomaly
203,1300.0,900.0,1000.0,0.3427,bouguer_anomaly
204,1400.0,900.0,1000.0,0.2199,bouguer_anomaly
205,1500.0,900.0,1000.0,0.1162,bouguer_anomaly
206,1600.0,900.0,1000.0,0.0902,bouguer_anomaly
207,1700.0,900.0,1000.0,0.0540,bouguer_anomaly
208,1800.0,900.0,1000.0,0.0323,bouguer_anomaly
209,1900.0,900.0,1000.0,0.0238,bouguer_anomaly
210,2000.0,900.0,1000.0,0.0212,bouguer_anomaly
211,0.0,1000.0,1000.0,0.0340,bouguer_anomaly
212,100.0,1000.0,1000.0,0.0199,bouguer_anomaly
213,200.0,1000.0,1000.0,0.0457,bouguer_anomaly
214,300.0,1000.0,1000.0,0.0592,bouguer_anomaly
215,400.0,1000.0,1000.0,0.0905,bouguer_anomaly
216,500.0,1000.0,1000.0,0.1528,bouguer_anomaly
217,600.0,1000.0,1000.0,0.2318,bouguer_anomaly
218,700.0,1000.0,1000.0,0.3840,bouguer_anomaly
219,800.0,1000.0,1000.0,0.6023,bouguer_anomaly
220,900.0,1000.0,1000.0,0.8881,bouguer_anomaly
221,1000.0,1000.0,1000.0,1.0461,bouguer_anomaly
222,1100.0,1000.0,1000.0,0.8975,bouguer_anomaly
223,1200.0,1000.0,1000.0,0.6057,bouguer_anomaly
224,1300.0,1000.0,1000.0,0.3598,bouguer_anomaly
225,1400.0,1000.0,1000.0,0.2273,bouguer_anomaly
226,1500.0,1000.0,1000.0,0.1451,bouguer_anomaly
227,1600.0,1000.0,1000.0,0.1189,bouguer_anomaly
228,1700.0,1000.0,1000.0,0.0828,bouguer_anomaly
229,1800.0,1000.0,1000.0,0.0368,bouguer_anomaly
230,1900.0,1000.0,1000.0,0.0303,bouguer_anomaly
231,2000.0,1000.0,1000.0,0.0102,bouguer_anomaly
232,0.0,1100.0,1000.0,0.0186,bouguer_anomaly
233,100.0,1100.0,1000.0,0.0358,bouguer_anomaly
234,200.0,1100.0,1000.0,0.0565,bouguer_anomaly
235,300.0,1100.0,1000.0,0.0552,bouguer_anomaly
236,400.0,1100.0,1000.0,0.0842,bouguer_anomaly
237,500.0,1100.0,1000.0,0.1152,bouguer_anomaly
238,600.0,1100.0,1000.0,0.2119,bouguer_anomaly
239,700.0,1100.0,1000.0,0.3312,bouguer_anomaly
240,800.0,1100.0,1000.0,0.5351,bouguer_anomaly
241,900.0,1100.0,1000.0,0.7671,bouguer_anomaly
242,1000.0,1100.0,1000.0,0.8942,bouguer_anomaly
243,1100.0,1100.0,1000.0,0.7583,bouguer_anomaly
244,1200.0,1100.0,1000.0,0.5257,bouguer_anomaly
245,1300.0,1100.0,1000.0,0.3631,bouguer_anomaly
246,1400.0,1100.0,1000.0,0.2006,bouguer_anomaly
247,1500.0,1100.0,1000.0,0.1257,bouguer_anomaly
248,1600.0,1100.0,1000.0,0.1091,bouguer_anomaly
249,1700.0,1100.0,1000.0,0.0915,bouguer_anomaly
250,1800.0,1100.0,1000.0,0.0327,bouguer_anomaly
251,1900.0,1100.0,1000.0,0.0289,bouguer_anomaly
252,2000.0,1100.0,1000.0,0.0280,bouguer_anomaly
253,0.0,1200.0,1000.0,0.0409,bouguer_anomaly
254,100.0,1200.0,1000.0,0.0212,bouguer_anomaly
255,200.0,1200.0,1000.0,0.0394,bouguer_anomaly
256,300.0,1200.0,1000.0,0.0658,bouguer_anomaly
257,400.0,1200.0,1000.0,0.0869,bouguer_anomaly
258,500.0,1200.0,1000.0,0.1171,bouguer_anomaly
259,600.0,1200.0,1000.0,0.1799,bouguer_anomaly
260,700.0,1200.0,1000.0,0.2606,bouguer_anomaly
261,800.0,1200.0,1000.0,0.4014,bouguer_anomaly
262,900.0,1200.0,1000.0,0.5377,bouguer_anomaly
263,1000.0,1200.0,1000.0,0.6062,bouguer_anomaly
264,1100.0,1200.0,1000.0,0.5348,bouguer_anomaly
265,1200.0,1200.0,1000.0,0.4085,bouguer_anomaly
266,1300.0,1200.0,1000.0,0.2844,bouguer_anomaly
267,1400.0,1200.0,1000.0,0.1828,bouguer_anomaly
268,1500.0,1200.0,1000.0,0.1244,bouguer_anomaly
269,1600.0,1200.0,1000.0,0.0831,bouguer_anomaly
270,1700.0,1200.0,1000.0,0.0580,bouguer_anomaly
271,1800.0,1200.0,1000.0,0.0347,bouguer_anomaly
272,1900.0,1200.0,1000.0,0.0342,bouguer_anomaly
273,2000.0,1200.0,1000.0,0.0226,bouguer_anomaly
274,0.0,1300.0,1000.0,0.0430,bouguer_anomaly
275,100.0,1300.0,1000.0,0.0445,bouguer_anomaly
276,200.0,1300.0,1000.0,0.0420,bouguer_anomaly
277,300.0,1300.0,1000.0,0.0440,bouguer_anomaly
278,400.0,1300.0,1000.0,0.0602,bouguer_anomaly
279,500.0,1300.0,1000.0,0.1123,bouguer_anomaly
280,600.0,1300.0,1000.0,0.1454,bouguer_anomaly
281,700.0,1300.0,1000.0,0.2066,bouguer_anomaly
282,800.0,1300.0,1000.0,0.2569,bouguer_anomaly
283,900.0,1300.0,1000.0,0.3510,bouguer_anomaly
284,1000.0,1300.0,1000.0,0.3752,bouguer_anomaly
285,1100.0,1300.0,1000.0,0.3307,bouguer_anomaly
286,1200.0,1300.0,1000.0,0.2696,bouguer_anomaly
287,1300.0,1300.0,1000.0,0.2044,bouguer_anomaly
288,1400.0,1300.0,1000.0,0.1433,bouguer_anomaly
289,1500.0,1300.0,1000.0,0.0975,bouguer_anomaly
290,1600.0,1300.0,1000.0,0.0703,bouguer_anomaly
291,1700.0,1300.0,1000.0,0.0491,bouguer_anomaly
292,1800.0,1300.0,1000.0,0.0396,bouguer_anomaly
293,1900.0,1300.0,1000.0,0.0435,bouguer_anomaly
294,2000.0,1300.0,1000.0,-0.0036,bouguer_anomaly
295,0.0,1400.0,1000.0,0.0179,bouguer_anomaly
296,100.0,1400.0,1000.0,0.0277,bouguer_anomaly
297,200.0,1400.0,1000.0,0.0367,bouguer_anomaly
298,300.0,1400.0,1000.0,0.0407,bouguer_anomaly
299,400.0,1400.0,1000.0,0.0418,bouguer_anomaly
300,500.0,1400.0,1000.0,0.0833,bouguer_anomaly
301,600.0,1400.0,1000.0,0.1251,bouguer_anomaly
302,700.0,1400.0,1000.0,0.1274,bouguer_anomaly
303,800.0,1400.0,1000.0,0.1899,bouguer_anomaly
304,900.0,1400.0,1000.0,0.2102,bouguer_anomaly
305,1000.0,1400.0,1000.0,0.2258,bouguer_anomaly
306,1100.0,1400.0,1000.0,0.2030,bouguer_anomaly
307,1200.0,1400.0,1000.0,0.1779,bouguer_anomaly
308,1300.0,1400.0,1000.0,0.1558,bouguer_anomaly
309,1400.0,1400.0,1000.0,0.1136,bouguer_anomaly
310,1500.0,1400.0,1000.0,0.0974,bouguer_anomaly
311,1600.0,1400.0,1000.0,0.0712,bouguer_anomaly
312,1700.0,1400.0,1000.0,0.0489,bouguer_anomaly
313,1800.0,1400.0,1000.0,0.0512,bouguer_anomaly
314,1900.0,1400.0,1000.0,0.0303,bouguer_anomaly
315,2000.0,1400.0,1000.0,0.0285,bouguer_anomaly
316,0.0,1500.0,1000.0,0.0153,bouguer_anomaly
317,100.0,1500.0,1000.0,0.0236,bouguer_anomaly
318,200.0,1500.0,1000.0,0.0222,bouguer_anomaly
319,300.0,1500.0,1000.0,0.0473,bouguer_anomaly
320,400.0,1500.0,1000.0,0.0365,bouguer_anomaly
321,500.0,1500.0,1000.0,0.0703,bouguer_anomaly
322,600.0,1500.0,1000.0,0.0782,bouguer_anomaly
323,700.0,1500.0,1000.0,0.1121,bouguer_anomaly
324,800.0,1500.0,1000.0,0.1283,bouguer_anomaly
325,900.0,1500.0,1000.0,0.1549,bouguer_anomaly
326,1000.0,1500.0,1000.0,0.1501,bouguer_anomaly
327,1100.0,1500.0,1000.0,0.1210,bouguer_anomaly
328,1200.0,1500.0,1000.0,0.1202,bouguer_anomaly
329,1300.0,1500.0,1000.0,0.0887,bouguer_anomaly
330,1400.0,1500.0,1000.0,0.0749,bouguer_anomaly
331,1500.0,1500.0,1000.0,0.0776,bouguer_anomaly
332,1600.0,1500.0,1000.0,0.0547,bouguer_anomaly
333,1700.0,1500.0,1000.0,0.0304,bouguer_anomaly
334,1800.0,1500.0,1000.0,0.0190,bouguer_anomaly
335,1900.0,1500.0,1000.0,0.0233,bouguer_anomaly
336,2000.0,1500.0,1000.0,0.0061,bouguer_anomaly
337,0.0,1600.0,1000.0,0.0095,bouguer_anomaly
338,100.0,1600.0,1000.0,0.0231,bouguer_anomaly
339,200.0,1600.0,1000.0,0.0364,bouguer_anomaly
340,300.0,1600.0,1000.0,0.0371,bouguer_anomaly
341,400.0,1600.0,1000.0,0.0159,bouguer_anomaly
342,500.0,1600.0,1000.0,0.0514,bouguer_anomaly
343,600.0,1600.0,1000.0,0.0601,bouguer_anomaly
344,700.0,1600.0,1000.0,0.0755,bouguer_anomaly
345,800.0,1600.0,1000.0,0.0987,bouguer_anomaly
346,900.0,1600.0,1000.0,0.0701,bouguer_anomaly
347,1000.0,1600.0,1000.0,0.0879,bouguer_anomaly
348,1100.0,1600.0,1000.0,0.0966,bouguer_anomaly
349,1200.0,1600.0,1000.0,0.0667,bouguer_anomaly
350,1300.0,1600.0,1000.0,0.0861,bouguer_anomaly
351,1400.0,1600.0,1000.0,0.0631,bouguer_anomaly
352,1500.0,1600.0,1000.0,0.0568,bouguer_anomaly
353,1600.0,1600.0,1000.0,0.0331,bouguer_anomaly
354,1700.0,1600.0,1000.0,0.0392,bouguer_anomaly
355,1800.0,1600.0,1000.0,0.0356,bouguer_anomaly
356,1900.0,1600.0,1000.0,0.0223,bouguer_anomaly
357,2000.0,1600.0,1000.0,0.0186,bouguer_anomaly
358,0.0,1700.0,1000.0,0.0170,bouguer_anomaly
359,100.0,1700.0,1000.0,0.0086,bouguer_anomaly
360,200.0,1700.0,1000.0,0.0195,bouguer_anomaly
361,300.0,1700.0,1000.0,0.0240,bouguer_anomaly
362,400.0,1700.0,1000.0,0.0349,bouguer_anomaly
363,500.0,1700.0,1000.0,0.0474,bouguer_anomaly
364,600.0,1700.0,1000.0,0.0339,bouguer_anomaly
365,700.0,1700.0,1000.0,0.0504,bouguer_anomaly
366,800.0,1700.0,1000.0,0.0728,bouguer_anomaly
367,900.0,1700.0,1000.0,0.0550,bouguer_anomaly
368,1000.0,1700.0,1000.0,0.0559,bouguer_anomaly
369,1100.0,1700.0,1000.0,0.0645,bouguer_anomaly
370,1200.0,1700.0,1000.0,0.0664,bouguer_anomaly
371,1300.0,1700.0,1000.0,0.0517,bouguer_anomaly
372,1400.0,1700.0,1000.0,0.0578,bouguer_anomaly
373,1500.0,1700.0,1000.0,0.0460,bouguer_anomaly
374,1600.0,1700.0,1000.0,0.0395,bouguer_anomaly
375,1700.0,1700.0,1000.0,0.0311,bouguer_anomaly
376,1800.0,1700.0,1000.0,0.0443,bouguer_anomaly
377,1900.0,1700.0,1000.0,0.0152,bouguer_anomaly
378,2000.0,1700.0,1000.0,-0.0058,bouguer_anomaly
379,0.0,1800.0,1000.0,0.0285,bouguer_anomaly
380,100.0,1800.0,1000.0,0.0102,bouguer_anomaly
381,200.0,1800.0,1000.0,0.0187,bouguer_anomaly
382,300.0,1800.0,1000.0,0.0341,bouguer_anomaly
383,400.0,1800.0,1000.0,0.0089,bouguer_anomaly
384,500.0,1800.0,1000.0,0.0167,bouguer_anomaly
385,600.0,1800.0,1000.0,0.0177,bouguer_anomaly
386,700.0,1800.0,1000.0,0.0302,bouguer_anomaly
387,800.0,1800.0,1000.0,0.0463,bouguer_anomaly
388,900.0,1800.0,1000.0,0.0497,bouguer_anomaly
389,1000.0,1800.0,1000.0,0.0481,bouguer_anomaly
390,1100.0,1800.0,1000.0,0.0303,bouguer_anomaly
391,1200.0,1800.0,1000.0,0.0188,bouguer_anomaly
392,1300.0,1800.0,1000.0,0.0387,bouguer_anomaly
393,1400.0,1800.0,1000.0,0.0290,bouguer_anomaly
394,1500.0,1800.0,1000.0,0.0338,bouguer_anomaly
395,1600.0,1800.0,1000.0,0.0319,bouguer_anomaly
396,1700.0,1800.0,1000.0,0.0224,bouguer_anomaly
397,1800.0,1800.0,1000.0,0.0253,bouguer_anomaly
398,1900.0,1800.0,1000.0,0.0171,bouguer_anomaly
399,2000.0,1800.0,1000.0,0.0177,bouguer_anomaly
400,0.0,1900.0,1000.0,0.0038,bouguer_anomaly
401,100.0,1900.0,1000.0,0.0109,bouguer_anomaly
402,200.0,1900.0,1000.0,0.0168,bouguer_anomaly
403,300.0,1900.0,1000.0,0.0255,bouguer_anomaly
404,400.0,1900.0,1000.0,0.0161,bouguer_anomaly
405,500.0,1900.0,1000.0,0.0282,bouguer_anomaly
406,600.0,1900.0,1000.0,0.0233,bouguer_anomaly
407,700.0,1900.0,1000.0,0.0276,bouguer_anomaly
408,800.0,1900.0,1000.0,0.0394,bouguer_anomaly
409,900.0,1900.0,1000.0,0.0127,bouguer_anomaly
410,1000.0,1900.0,1000.0,0.0202,bouguer_anomaly
411,1100.0,1900.0,1000.0,0.0178,bouguer_anomaly
412,1200.0,1900.0,1000.0,0.0077,bouguer_anomaly
413,1300.0,1900.0,1000.0,0.0220,bouguer_anomaly
414,1400.0,1900.0,1000.0,0.0334,bouguer_anomaly
415,1500.0,1900.0,1000.0,0.0201,bouguer_anomaly
416,1600.0,1900.0,1000.0,0.0220,bouguer_anomaly
417,1700.0,1900.0,1000.0,0.0282,bouguer_anomaly
418,1800.0,1900.0,1000.0,0.0281,bouguer_anomaly
419,1900.0,1900.0,1000.0,0.0120,bouguer_anomaly
420,2000.0,1900.0,1000.0,0.0243,bouguer_anomaly
421,0.0,2000.0,1000.0,0.0103,bouguer_anomaly
422,100.0,2000.0,1000.0,0.0024,bouguer_anomaly
423,200.0,2000.0,1000.0,0.0065,bouguer_anomaly
424,300.0,2000.0,1000.0,-0.0006,bouguer_anomaly
425,400.0,2000.0,1000.0,0.0073,bouguer_anomaly
426,500.0,2000.0,1000.0,0.0147,bouguer_anomaly
427,600.0,2000.0,1000.0,0.0283,bouguer_anomaly
428,700.0,2000.0,1000.0,0.0393,bouguer_anomaly
429,800.0,2000.0,1000.0,0.0097,bouguer_anomaly
430,900.0,2000.0,1000.0,0.0285,bouguer_anomaly
431,1000.0,2000.0,1000.0,0.0145,bouguer_anomaly
432,1100.0,2000.0,1000.0,0.0293,bouguer_anomaly
433,1200.0,2000.0,1000.0,0.0223,bouguer_anomaly
434,1300.0,2000.0,1000.0,0.0038,bouguer_anomaly
435,1400.0,2000.0,1000.0,0.0295,bouguer_anomaly
436,1500.0,2000.0,1000.0,0.0122,bouguer_anomaly
437,1600.0,2000.0,1000.0,0.0109,bouguer_anomaly
438,1700.0,2000.0,1000.0,0.0036,bouguer_anomaly
439,1800.0,2000.0,1000.0,0.0059,bouguer_anomaly
440,1900.0,2000.0,1000.0,0.0151,bouguer_anomaly
441,2000.0,2000.0,1000.0,0.0075,bouguer_anomaly
