station_id,x_m,y_m,z_m,g,unit,uncertainty,quality_flag,gravity_type
ST_0284,200.0,0.0,500.0,0.44950846647779913,mGal,0.02,OK,synthetic_demo
ST_0285,200.0,0.0,525.0,0.3896228918428453,mGal,0.02,OK,synthetic_demo
ST_0286,200.0,0.0,550.0,0.35237798337629994,mGal,0.02,OK,synthetic_demo
ST_0287,200.0,0.0,575.0,0.34512533605700485,mGal,0.02,OK,synthetic_demo
ST_0288,200.0,0.0,600.0,0.2724237253506075,mGal,0.02,OK,synthetic_demo
ST_0289,200.0,0.0,625.0,0.2547992025968958,mGal,0.02,OK,synthetic_demo
ST_0290,200.0,0.0,650.0,0.23378523003111906,mGal,0.02,OK,synthetic_demo
ST_0291,200.0,0.0,675.0,0.2439608665203204,mGal,0.02,OK,synthetic_demo
ST_0292,200.0,0.0,700.0,0.17762848996802888,mGal,0.02,OK,synthetic_demo
ST_0293,200.0,0.0,725.0,0.19396958037715994,mGal,0.02,OK,synthetic_demo
ST_0294,200.0,0.0,750.0,0.10916077409775526,mGal,0.02,OK,synthetic_demo
ST_0295,200.0,0.0,775.0,0.13281568437564817,mGal,0.02,OK,synthetic_demo
ST_0296,200.0,0.0,800.0,0.12952441421229316,mGal,0.02,OK,synthetic_demo
ST_0297,225.0,0.0,0.0,0.114267201496596,mGal,0.02,OK,synthetic_demo
ST_0298,225.0,0.0,25.0,0.1465711571172308,mGal,0.02,OK,synthetic_demo
ST_0299,225.0,0.0,50.0,0.17527137184651692,mGal,0.02,OK,synthetic_demo
ST_0300,225.0,0.0,75.0,0.219158512600993,mGal,0.02,OK,synthetic_demo
ST_0301,225.0,0.0,100.0,0.23418950304072356,mGal,0.02,OK,synthetic_demo
